abcd_03_06_slod4,ABCD_03_06_SLOD4,-194398704
abcd_92_95_slod4,ABCD_92_95_SLOD4,1703910817
abcd_96_99_slod4,ABCD_96_99_SLOD4,-526314302
A_C_Alligator_01,A_C_ALLIGATOR_01,-1892280447
A_C_Alligator_02,A_C_ALLIGATOR_02,-1598866821
A_C_Alligator_03,A_C_ALLIGATOR_03,-1295720802
A_C_Armadillo_01,A_C_ARMADILLO_01,-1797625440
A_C_Badger_01,A_C_BADGER_01,-1170118274
A_C_Bat_01,A_C_BAT_01,674267496
A_C_Bear_01,A_C_BEAR_01,-1124266369
A_C_BearBlack_01,A_C_BEARBLACK_01,730092646
A_C_Beaver_01,A_C_BEAVER_01,759906147
A_C_BigHornRam_01,A_C_BIGHORNRAM_01,-1568716381
A_C_BlueJay_01,A_C_BLUEJAY_01,1582986780
A_C_Boar_01,A_C_BOAR_01,2028722809
A_C_BoarLegendary_01,A_C_BOARLEGENDARY_01,-560342419
A_C_Buck_01,A_C_BUCK_01,-1963605336
A_C_Buffalo_01,A_C_BUFFALO_01,1556473961
a_c_buffalo_tatanka_01,A_C_BUFFALO_TATANKA_01,367637652
A_C_Bull_01,A_C_BULL_01,195700131
A_C_CALIFORNIACONDOR_01,A_C_CALIFORNIACONDOR_01,1205982615
A_C_Cardinal_01,A_C_CARDINAL_01,1784941179
A_C_CarolinaParakeet_01,A_C_CAROLINAPARAKEET_01,1746830155
A_C_Cat_01,A_C_CAT_01,1462895032
A_C_CedarWaxwing_01,A_C_CEDARWAXWING_01,-292997097
A_C_Chicken_01,A_C_CHICKEN_01,-2063183075
A_C_Chipmunk_01,A_C_CHIPMUNK_01,-1550768676
A_C_CORMORANT_01,A_C_CORMORANT_01,-2073130256
A_C_Cougar_01,A_C_COUGAR_01,90264823
A_C_Cow,A_C_COW,-50684386
A_C_Coyote_01,A_C_COYOTE_01,480688259
A_C_Crab_01,A_C_CRAB_01,-2037578922
A_C_CraneWhooping_01,A_C_CRANEWHOOPING_01,-564099192
A_C_Crawfish_01,A_C_CRAWFISH_01,-1763055991
A_C_Crow_01,A_C_CROW_01,98537260
A_C_Deer_01,A_C_DEER_01,1110710183
A_C_DogAmericanFoxhound_01,A_C_DOGAMERICANFOXHOUND_01,1088428104
A_C_DogAustralianSheperd_01,A_C_DOGAUSTRALIANSHEPERD_01,-1368644756
A_C_DogBluetickCoonhound_01,A_C_DOGBLUETICKCOONHOUND_01,626176009
A_C_DogCatahoulaCur_01,A_C_DOGCATAHOULACUR_01,-1033903759
A_C_DogChesBayRetriever_01,A_C_DOGCHESBAYRETRIEVER_01,-389790005
A_C_DogCollie_01,A_C_DOGCOLLIE_01,1087552700
A_C_DogHobo_01,A_C_DOGHOBO_01,-976891307
A_C_DogHound_01,A_C_DOGHOUND_01,-2146356753
A_C_DogHusky_01,A_C_DOGHUSKY_01,1660404147
A_C_DogLab_01,A_C_DOGLAB_01,-1384669516
A_C_DogLion_01,A_C_DOGLION_01,-896926592
A_C_DogPoodle_01,A_C_DOGPOODLE_01,1087029479
A_C_DOGRUFUS_01,A_C_DOGRUFUS_01,1591685812
A_C_DogStreet_01,A_C_DOGSTREET_01,993083342
A_C_Donkey_01,A_C_DONKEY_01,1772321403
A_C_Duck_01,A_C_DUCK_01,-1003616053
A_C_Eagle_01,A_C_EAGLE_01,1459778951
A_C_Egret_01,A_C_EGRET_01,831859211
A_C_Elk_01,A_C_ELK_01,-2021043433
A_C_FishBluegil_01_ms,A_C_FISHBLUEGIL_01_MS,1867262572
A_C_FishBluegil_01_sm,A_C_FISHBLUEGIL_01_SM,-2116748615
A_C_FishBullHeadCat_01_ms,A_C_FISHBULLHEADCAT_01_MS,703712157
A_C_FishBullHeadCat_01_sm,A_C_FISHBULLHEADCAT_01_SM,1493541632
A_C_FishChainPickerel_01_ms,A_C_FISHCHAINPICKEREL_01_MS,-1182983171
A_C_FishChainPickerel_01_sm,A_C_FISHCHAINPICKEREL_01_SM,264156159
A_C_FishChannelCatfish_01_lg,A_C_FISHCHANNELCATFISH_01_LG,1538187374
A_C_FishChannelCatfish_01_XL,A_C_FISHCHANNELCATFISH_01_XL,-2022921611
A_C_FishLakeSturgeon_01_lg,A_C_FISHLAKESTURGEON_01_LG,-300867788
A_C_FishLargeMouthBass_01_lg,A_C_FISHLARGEMOUTHBASS_01_LG,463643368
A_C_FishLargeMouthBass_01_ms,A_C_FISHLARGEMOUTHBASS_01_MS,122748261
A_C_FishLongNoseGar_01_lg,A_C_FISHLONGNOSEGAR_01_LG,-711779521
A_C_FishMuskie_01_lg,A_C_FISHMUSKIE_01_LG,-1553593715
A_C_FishNorthernPike_01_lg,A_C_FISHNORTHERNPIKE_01_LG,697075200
A_C_FishPerch_01_ms,A_C_FISHPERCH_01_MS,-452224784
A_C_FishPerch_01_sm,A_C_FISHPERCH_01_SM,706485280
A_C_FishRainbowTrout_01_lg,A_C_FISHRAINBOWTROUT_01_LG,134747314
A_C_FishRainbowTrout_01_ms,A_C_FISHRAINBOWTROUT_01_MS,490159652
A_C_FishRedfinPickerel_01_ms,A_C_FISHREDFINPICKEREL_01_MS,-243188398
A_C_FishRedfinPickerel_01_sm,A_C_FISHREDFINPICKEREL_01_SM,513249462
A_C_FishRockBass_01_ms,A_C_FISHROCKBASS_01_MS,-1981561472
A_C_FishRockBass_01_sm,A_C_FISHROCKBASS_01_SM,1520661
A_C_FishSalmonSockeye_01_lg,A_C_FISHSALMONSOCKEYE_01_LG,543892122
A_C_FishSalmonSockeye_01_ml,A_C_FISHSALMONSOCKEYE_01_ML,1702636991
A_C_FishSalmonSockeye_01_ms,A_C_FISHSALMONSOCKEYE_01_MS,41707457
A_C_FishSmallMouthBass_01_lg,A_C_FISHSMALLMOUTHBASS_01_LG,-1884490195
A_C_FishSmallMouthBass_01_ms,A_C_FISHSMALLMOUTHBASS_01_MS,1860580756
A_C_Fox_01,A_C_FOX_01,252669332
A_C_FrogBull_01,A_C_FROGBULL_01,-930822792
A_C_GilaMonster_01,A_C_GILAMONSTER_01,457416415
A_C_Goat_01,A_C_GOAT_01,-753902995
A_C_GooseCanada_01,A_C_GOOSECANADA_01,723190474
A_C_Hawk_01,A_C_HAWK_01,-2145890973
A_C_Heron_01,A_C_HERON_01,1095117488
A_C_Horse_AmericanPaint_Greyovero,A_C_HORSE_AMERICANPAINT_GREYOVERO,-1963397600
A_C_Horse_AmericanPaint_Overo,A_C_HORSE_AMERICANPAINT_OVERO,-450053710
A_C_Horse_AmericanPaint_SplashedWhite,A_C_HORSE_AMERICANPAINT_SPLASHEDWHITE,1792770814
A_C_Horse_AmericanPaint_Tobiano,A_C_HORSE_AMERICANPAINT_TOBIANO,-1679658797
A_C_Horse_AmericanStandardbred_Black,A_C_HORSE_AMERICANSTANDARDBRED_BLACK,-1250098797
A_C_Horse_AmericanStandardbred_Buckskin,A_C_HORSE_AMERICANSTANDARDBRED_BUCKSKIN,-318278790
A_C_Horse_AmericanStandardbred_LightBuckskin,A_C_HORSE_AMERICANSTANDARDBRED_LIGHTBUCKSKIN,1883159941
A_C_Horse_AmericanStandardbred_PalominoDapple,A_C_HORSE_AMERICANSTANDARDBRED_PALOMINODAPPLE,55096099
A_C_Horse_AmericanStandardbred_SilverTailBuckskin,A_C_HORSE_AMERICANSTANDARDBRED_SILVERTAILBUCKSKIN,-458397856
A_C_Horse_Andalusian_DarkBay,A_C_HORSE_ANDALUSIAN_DARKBAY,-444610976
A_C_Horse_Andalusian_Perlino,A_C_HORSE_ANDALUSIAN_PERLINO,705691988
A_C_Horse_Andalusian_RoseGray,A_C_HORSE_ANDALUSIAN_ROSEGRAY,746627200
A_C_Horse_Appaloosa_BlackSnowflake,A_C_HORSE_APPALOOSA_BLACKSNOWFLAKE,-1028075925
A_C_Horse_Appaloosa_Blanket,A_C_HORSE_APPALOOSA_BLANKET,2130094044
A_C_Horse_Appaloosa_BrownLeopard,A_C_HORSE_APPALOOSA_BROWNLEOPARD,-1029277326
A_C_Horse_Appaloosa_FewSpotted_PC,A_C_HORSE_APPALOOSA_FEWSPOTTED_PC,604357666
A_C_Horse_Appaloosa_Leopard,A_C_HORSE_APPALOOSA_LEOPARD,-1140650619
A_C_Horse_Appaloosa_LeopardBlanket,A_C_HORSE_APPALOOSA_LEOPARDBLANKET,-1554827654
A_C_Horse_Arabian_Black,A_C_HORSE_ARABIAN_BLACK,-1999198818
A_C_Horse_Arabian_Grey,A_C_HORSE_ARABIAN_GREY,84224102
A_C_Horse_Arabian_RedChestnut,A_C_HORSE_ARABIAN_REDCHESTNUT,1496579364
A_C_Horse_Arabian_RedChestnut_PC,A_C_HORSE_ARABIAN_REDCHESTNUT_PC,-1523757120
A_C_Horse_Arabian_RoseGreyBay,A_C_HORSE_ARABIAN_ROSEGREYBAY,-403470324
A_C_Horse_Arabian_WarpedBrindle_PC,A_C_HORSE_ARABIAN_WARPEDBRINDLE_PC,1576849913
A_C_Horse_Arabian_White,A_C_HORSE_ARABIAN_WHITE,-925223936
A_C_Horse_Ardennes_BayRoan,A_C_HORSE_ARDENNES_BAYROAN,-1547438906
A_C_Horse_Ardennes_IronGreyRoan,A_C_HORSE_ARDENNES_IRONGREYROAN,-2026265047
A_C_Horse_Ardennes_StrawberryRoan,A_C_HORSE_ARDENNES_STRAWBERRYROAN,-635239558
A_C_Horse_Belgian_BlondChestnut,A_C_HORSE_BELGIAN_BLONDCHESTNUT,-586898625
A_C_Horse_Belgian_MealyChestnut,A_C_HORSE_BELGIAN_MEALYCHESTNUT,937246805
A_C_Horse_Breton_GrulloDun,A_C_HORSE_BRETON_GRULLODUN,-619132373
A_C_Horse_Breton_MealyDappleBay,A_C_HORSE_BRETON_MEALYDAPPLEBAY,-1441144351
A_C_Horse_Breton_RedRoan,A_C_HORSE_BRETON_REDROAN,-683592019
A_C_Horse_Breton_SealBrown,A_C_HORSE_BRETON_SEALBROWN,1544366970
A_C_Horse_Breton_Sorrel,A_C_HORSE_BRETON_SORREL,337109765
A_C_Horse_Breton_SteelGrey,A_C_HORSE_BRETON_STEELGREY,-1717674545
A_C_Horse_Buell_WarVets,A_C_HORSE_BUELL_WARVETS,549900435
A_C_Horse_Criollo_BayBrindle,A_C_HORSE_CRIOLLO_BAYBRINDLE,-1720251851
A_C_Horse_Criollo_BayFrameOvero,A_C_HORSE_CRIOLLO_BAYFRAMEOVERO,766293155
A_C_Horse_Criollo_BlueRoanOvero,A_C_HORSE_CRIOLLO_BLUEROANOVERO,1825358734
A_C_Horse_Criollo_Dun,A_C_HORSE_CRIOLLO_DUN,1138427579
A_C_Horse_Criollo_MarbleSabino,A_C_HORSE_CRIOLLO_MARBLESABINO,2147082926
A_C_Horse_Criollo_SorrelOvero,A_C_HORSE_CRIOLLO_SORRELOVERO,506887890
A_C_Horse_DutchWarmblood_ChocolateRoan,A_C_HORSE_DUTCHWARMBLOOD_CHOCOLATEROAN,687445866
A_C_Horse_DutchWarmblood_SealBrown,A_C_HORSE_DUTCHWARMBLOOD_SEALBROWN,861505058
A_C_Horse_DutchWarmblood_SootyBuckskin,A_C_HORSE_DUTCHWARMBLOOD_SOOTYBUCKSKIN,1593035738
A_C_Horse_EagleFlies,A_C_HORSE_EAGLEFLIES,-1356425746
A_C_Horse_Gang_Bill,A_C_HORSE_GANG_BILL,-1760684159
A_C_Horse_Gang_Charles,A_C_HORSE_GANG_CHARLES,-548014618
A_C_Horse_Gang_Charles_EndlessSummer,A_C_HORSE_GANG_CHARLES_ENDLESSSUMMER,1800725969
A_C_Horse_Gang_Dutch,A_C_HORSE_GANG_DUTCH,-1391147923
A_C_Horse_Gang_Hosea,A_C_HORSE_GANG_HOSEA,-646460384
A_C_Horse_Gang_Javier,A_C_HORSE_GANG_JAVIER,-1181161469
A_C_Horse_Gang_John,A_C_HORSE_GANG_JOHN,-1642485146
A_C_Horse_Gang_Karen,A_C_HORSE_GANG_KAREN,-1486704931
A_C_Horse_Gang_Kieran,A_C_HORSE_GANG_KIERAN,1139858530
A_C_Horse_Gang_Lenny,A_C_HORSE_GANG_LENNY,-1053639984
A_C_Horse_Gang_Micah,A_C_HORSE_GANG_MICAH,-941733863
A_C_Horse_Gang_Sadie,A_C_HORSE_GANG_SADIE,-1084397164
A_C_Horse_Gang_Sadie_EndlessSummer,A_C_HORSE_GANG_SADIE_ENDLESSSUMMER,-575759638
A_C_Horse_Gang_Sean,A_C_HORSE_GANG_SEAN,-1718100160
A_C_Horse_Gang_Trelawney,A_C_HORSE_GANG_TRELAWNEY,979093383
A_C_HORSE_Gang_UNCLE,A_C_HORSE_GANG_UNCLE,1760888205
A_C_Horse_Gang_Uncle_EndlessSummer,A_C_HORSE_GANG_UNCLE_ENDLESSSUMMER,291878635
A_C_Horse_HungarianHalfbred_DarkDappleGrey,A_C_HORSE_HUNGARIANHALFBRED_DARKDAPPLEGREY,-819697512
A_C_Horse_HungarianHalfbred_FlaxenChestnut,A_C_HORSE_HUNGARIANHALFBRED_FLAXENCHESTNUT,1705182311
